"ip","name","id","region","platform","systemService"
"135.235.41.116/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"135.235.56.64/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"135.235.56.96/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"135.235.56.112/31","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"137.116.171.91/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"137.117.70.195/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"137.135.45.32/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"137.135.64.59/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"145.191.0.96/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"158.23.109.144/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"158.23.109.160/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"158.23.109.192/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"158.23.112.48/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"158.158.135.128/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"168.61.147.151/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"168.61.165.229/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"168.63.20.177/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.182.152.128/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.185.107.128/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.186.53.100/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.186.53.112/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.186.55.192/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.186.55.224/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.189.133.16/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.193.136.40/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.193.136.48/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.193.140.0/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.193.140.32/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.194.82.64/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.194.82.128/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.194.82.240/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.198.98.0/25","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.198.98.176/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.204.166.80/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.204.166.96/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.204.166.128/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.204.166.232/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.40.0/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.191.56/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.191.96/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.191.126/31","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.192.192/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.192.224/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.192.240/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.209.193.124/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.213.125.96/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.213.125.112/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"172.215.115.224/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.232.39.30/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.232.162.204/32","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.10.48/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.10.64/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.10.128/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.15.64/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.205.72/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.233.205.104/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.234.138.136/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.234.138.148/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.234.139.192/26","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.234.142.32/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.235.227.128/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.235.227.224/27","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.235.228.0/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.238.72.80/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.238.77.236/30","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.238.78.32/28","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"191.238.78.48/29","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1000:4::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1000:104::180/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1000:104::380/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1000:104:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:6::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:6:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:101::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:207:1::a8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:207:1::100/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:304::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:304:5::430/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:304:5::480/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:404::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:404:2::6e8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:404:5::540/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:404:5::580/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:502:2::4c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:502:2::500/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1010:502:2::660/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:5::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:5:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:104:3::1c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:104:3::200/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:104:3::360/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:206::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:206:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:305::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:405::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:605::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:605:3::b8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:605:6::200/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:705::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:705:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:805::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:805:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:905::138/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:905::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:905:5::5c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:905:5::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:a04::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:a04::698/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:a04:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:a04:2::680/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:b04::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:b04:2::5b8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:b04:5::6c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:b04:5::780/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:c04::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:c04:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:d04::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:d04:5::4d0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:d04:5::500/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:e04::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:e04::358/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:e04:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:e04:2::/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:e04:3::280/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:f04::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:f04:2::/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:f04:6::4d0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:f04:6::540/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1004::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1004:1::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1004:1::1f0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1004:1::300/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1004:1::740/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1104::700/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1104:1::150/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1104:1::480/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1204:2::200/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1204:2::280/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1204:2::3a0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1302:1::2c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1302:1::300/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1302:1::558/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1403:2::240/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1403:2::280/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1403:2::500/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1502:2::198/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1502:2::340/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1502:2::380/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1602:2::198/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1602:2::340/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1020:1602:2::380/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:f:1::2b8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:f:1::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:f:2::600/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:10::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:10:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:104::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:104::6c8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:104:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:107::730/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:107::740/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:107::780/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:210::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:210:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40b:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40c::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40c:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40c:2b::140/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40c:2b::300/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:40c:2b::340/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:504::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:504::1f0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:504::300/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:504:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:504:2::200/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:608::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:608:1::2b8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:608:4::80/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:702:2::240/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:702:2::280/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:702:2::500/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:807::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:807:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:902:2::2b0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:902:2::480/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:902:2::500/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:a07::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:a07:9::100/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:a07:9::1d0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:b04::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:c06:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:f05::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:f05:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1005::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1005:3::700/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1005:6::/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1102:2::230/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1102:2::400/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1102:2::480/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1202:2::198/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1202:2::340/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1202:2::380/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1302:2::198/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1302:2::340/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1302:2::380/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1402:2::278/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1402:2::580/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1402:2::600/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1502:2::338/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1502:2::540/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1502:2::580/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1602:2::598/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1602:2::7c0/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1602:3::100/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1702:2::718/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1702:3::180/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1030:1702:3::200/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:5::180/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:5:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:207::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:207:1::468/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:207:2::40/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:207:2::200/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:407::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:407:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:606::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:606:3::580/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:606:3::620/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:806::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:806:3::7d0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:806:6::40/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:806:6::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:904::80/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:904::698/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:904:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:904:3::80/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:a06::180/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:a06::7c8/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:a06:1::640/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:a06:2::380/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:b04::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:b04:5::3d0/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:b04:5::400/121","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:c06::680/122","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
"2603:1040:c06:6::390/125","CognitiveServicesManagement","CognitiveServicesManagement","0","Azure","CognitiveServicesManagement"
